"","hit","speed","hprice","price","time","qualif","title","desc","first","last","max","min","meanspeed","varspeed","group","date","order"
"737","2KGW3K4F0OHOEWCST3BOAL97OGL01J",0.0185185185185185,0.12,0.12,3600,"[ ""Masters has been granted""]","Select a name for a category (images)","Select a name for a category based on the description and images of the category",2,14,67,65,-0.0185185185185185,0.333333333333333,243,"2014-01-09-04-48",1
"738","2KGW3K4F0OHOOXENENBOCL94HHH01Z",0.0256410256410256,0.02,0.02,3600,"[ ""Categorization Masters has been granted""]","Categorization","Choose the correct category",4,43,548,539,-0.0256410256410256,1.7085020242915,15,"2014-01-09-05-15",81
"739","2KGW3K4F0OHOP5WK3QBO9L96HLF01U",4.88888888888889,0.04,0.04,3600,"[ ""Categorization Masters has been granted""]","Categorization","Choose the correct category",1,3,760,672,-4.88888888888889,8,15,"2014-01-09-20-51",121
"740","2KGW3K4F0OHOQSG5Q2BO6L9AOEH107",1.55555555555556,0.147945205479452,0.03,730,"[ ""HIT approval rate (%) is greater than 90""]","Please select the correct choice for each question.","Please select the correct choice for each question [1]",7,10,341,299,-1.55555555555556,13,217,"2013-09-27-15-29",6
"741","2KGW3K4F0OHOQSG5Q2BO6L9AOEI108",NA,0.140992167101828,0.03,766,"[ ""HIT approval rate (%) is greater than 90""]","Please transcribe the following words.","Please look at each written image and transcribe them in the provided text box. [1]",2,2,42,42,NA,NA,219,"2013-12-29-20-09",6
"742","2KGW3K4F0OHOQSG5Q2BO6L9BMEF105",NA,0.172661870503597,0.04,834,"[ ""HIT approval rate (%) is greater than 90""]","Please transcribe the following words.","Please look at each written image and transcribe them in the provided text box. [2]",1,1,21,21,NA,NA,219,"2014-01-01-15-41",111
"743","2KGW3K4F0OHOQSG5Q2BO6LA2LMD010",NA,0.174334140435835,0.04,826,"[ ""HIT approval rate (%) is greater than 90""]","Please transcribe the following words.","Please look at each written image and transcribe them in the provided text box. [2]",1,1,42,42,NA,NA,219,"2014-01-10-02-16",100
"744","2KGW3K4F0OHOQSG5Q2BO6LA4MLC103",NA,0.236065573770492,0.04,610,"[ ""HIT approval rate (%) is greater than 95""]","Please transcribe the following numbers.","Please look at each written image and transcribe them in the provided text box. [1]",2,2,67,67,NA,NA,218,"2013-10-07-05-40",13
"745","2KGW3K4F0OHOQSG5Q2BO6LA4MMH019",NA,0.177049180327869,0.03,610,"[ ""HIT approval rate (%) is greater than 95""]","Please transcribe the following numbers.","Please look at each written image and transcribe them in the provided text box. [3]",14,14,162,162,NA,NA,218,"2014-01-14-12-30",8
"746","2KGW3K4F0OHOQSG5Q2BO6LA7HNG10C",NA,0.149308755760369,0.09,2170,"[ ""HIT approval rate (%) is greater than 90"" , ""Location is US""]","Please transcribe the following words.","Please look at each written image and transcribe them in the provided text box. [1]",2,2,44,44,NA,NA,219,"2014-01-05-00-16",74
"747","2KGW3K4F0OHOQU7I4WBO9L96HNG10Z",NA,0.03,0.03,3600,"[ ""Masters has been granted""]","Find The Number Of Members Of These Groups","I will give you a list of links to a bunch of facebook groups please tell me how many members they have.",1,1,992,992,NA,NA,141,"2014-01-23-20-59",1
"748","2KGW3K4F0OHOS2X5OUBO9L95OFJ10P",4.64954570739848,0.03,0.06,7200,"[ """"]","Extract purchased items from a shopping receipt","Transcribe all of the purchased items and total from a shopping receipt",6876,7475,26746,1671,-4.6512706362456,9418.00919592855,70,"2013-11-20-16-11",1
"749","2KGW3K4F0OHOS2X5OUBO9L95PHH01R",0.666666666666667,0.02,0.04,7200,"[ """"]","Extract purchased items from a shopping receipt (2-5 items)","Transcribe UPCs and amounts from a grocery receipt",44,45,247,241,-0.666666666666667,NA,72,"2013-12-08-19-13",3
"750","2KGW3K4F0OHOS2X5OUBO9L95PHI01S",58.5185185185185,0.02,0.04,7200,"[ """"]","Extract purchased items from a shopping receipt (2-5 items)","Transcribe all of the purchased items and total from a shopping receipt",168,192,13829,1189,-58.5185185185185,28457.4492753623,72,"2013-11-20-22-20",4
"751","2KGW3K4F0OHOS2X5OUBO9L95PNI014",0.666666666666667,0.015,0.03,7200,"[ """"]","Extract purchased items from a shopping receipt (1-2 items)","Transcribe all of the item names, UPCs and amounts from a grocery receipt",15,17,173,161,-0.666666666666667,32,71,"2013-12-24-19-40",3
"752","2KGW3K4F0OHOVTXBE8BO6LA5KFG01U",0.0625275209158961,0.05,0.05,3600,"[ ""Data Entry for Postcards is not less than 1"" , ""HIT approval rate (%) is greater than 97""]","Enter Detailed Information for a Postcard","Please view the image contained in this HIT and enter appropriate data",56,1065,1009,441,-0.0625481775134897,12.8276326553086,62,"2013-09-20-11-14",2
"753","2KGW3K4F0OHOWYWPJ8BO9L96HKI10F",2.71604938271605,1.5,0.05,120,"[ ""Masters has been granted""]","Find the Email Address for Restaurants","Given the URL, find the email addresses associated with that domain",1,10,584,364,-2.71604938271605,149.277777777778,126,"2014-01-14-03-21",2
"754","2KGW3K4F0OHOX2S8S9BO7LABQNK01M",1.85185185185185,0.1,0.1,3600,"[ ""HIT approval rate (%) is not less than 95""]","Find the Contact Details for these Businesses (Client OQOHSMD)","Using the information given in the columns CITY, Company_Name and Website_Url please locate the following information by visiting their websites. You can search for this information online if you can not find it on their websites: 1. Phone Number (one one phone number per field) Format xxx-yyyy-zzzz 2. Email address 3. Link to Contact Us Form. 4. Social Media links - (Facebook, Linkedin, Twitter, etc) IF YOU HAVE PROBLEMS FINDING THE INFORMATION, ENTER IN ANY TECHNICAL OR OTHER PROBLEMS IN THE APPROPRIATE FIELD SO WE CAN REVIEW YOUR ISSUE.",4,46,907,207,-1.85185185185185,55.4959349593496,118,"2013-11-28-21-59",1
"755","2KGW3K4F0OHOYCHIZSBOAL97NKI018",0.398148148148148,0.035,0.07,7200,"[ ""Total approved HITs is greater than 200"" , ""Categorization Masters has been granted"" , ""HIT approval rate (%) is greater than 90""]","Classify image and extract data from a receipt image. A bonus is granted for each item extracted.","The task is to categorize images to receipts or non receipts and extract data from the receipts images.",3,39,510,381,-0.398148148148148,20.9357142857143,33,"2013-12-04-10-11",2
"756","2KGW3K4F0OHOYEK5ROBO9L96HNI016",0.0586176727909011,0.0775,0.31,14400,"[ ""Masters has been granted""]","Apartment Building Project Image Research","Apartment Building Project Image Research",9,137,189,122,-0.0581597222222222,2.97582431102362,6,"2014-01-17-23-02",5
"757","2KGW3K4F0OHQRXUVFYBOAL97OEK10Y",0.44840689856767,0.07,0.07,3600,"[ ""Human Pose Estimation Level 2 is 1""]","Label body parts of the person in the image (Qualified users only)","Label positions of all body joints and facial keypoints inside the image, consider only the person with the face marked by the red rectangle.",23,403,1992,458,-0.448538011695906,99.7928343285655,196,"2013-12-20-17-50",3
"758","2KGW3K4F0OHQT1FS7YBOCL93LFI015",NA,0.02,0.02,3600,"[ ""Categorization Masters has been granted""]","Categorization","Choose the correct category",108,108,18859,18859,NA,NA,15,"2013-09-25-00-10",39
"759","2KGW3K4F0OHRGWBS8SBOBL94NLE10H",0,0.12,0.12,3600,"[ ""Masters has been granted""]","Find an e-mail address on a personal website","Given a person&#39;s name, Twitter handle and biography, locate an e-mail address from a personal website or from WHOIS information",1,2,100,100,0,NA,82,"2014-01-17-03-58",2
"760","2KGW3K4F0OHRJ7LWI6BOCL93OIL01Q",0.111111111111111,0.45,0.15,1200,"[ """"]","Contact Details Information","Display the contact detail information.",3,4,49,48,-0.111111111111111,NA,43,"2014-02-09-12-17",2
"761","2KGW3K4F0OHRNKVNIYBOBL94NJD10R",6.91666666666667,0.05,0.05,3600,"[ ""Masters has been granted"" , ""HIT approval rate (%) is not less than 95"" , ""Location is US""]","Reading Facial Expressions","Rate the emotions expressed in pictures",2,30,1973,230,-6.91666666666667,620.564814814815,228,"2014-01-10-02-34",3
"762","2KGW3K4F0OHRO1904SBOBL94OIG106",NA,0.24,0.02,300,"[ """"]","Evaluate a person&#39;s skin","Indicate whether or not a person has fine lines beneath their eye",5,5,1888,1888,NA,NA,66,"2014-02-03-04-34",1
"763","2KGW3K4F0OHRO1904SBOBL94OLG01B",0.14344262295082,0.12,0.01,300,"[ """"]","Evaluate a person&#39;s skin","Indicate whether or not a person has fine lines beneath their eye",3,30,496,461,-0.1440329218107,13.8319088319088,66,"2014-02-04-23-47",2
"764","2KGW3K4F0OHRS0RIBYBOCL93QNC10G",0,0.3,0.15,1800,"[ ""Location is not KR"" , ""Location is not CN"" , ""Masters has been granted"" , ""Total approved HITs is not less than 1000"" , ""HIT approval rate (%) is not less than 95""]","Rank Where To Break A Document - Like Newspapers Break Articles Between the Front Page and The Full Article","You will read a short news article, then be given potential break points. You will rank how good each break point is.",6,114,700,700,0,0,225,"2013-12-19-03-16",3
"765","2KGW3K4F0OHRVVHAPGBOBL94NJC10N",-0.00694444444444444,0.08,0.08,3600,"[ ""Masters has been granted""]","Find the Phone Number and Website Address (URL) for Handymen in Texas","Given the Handyman information, find their official Website Address (URL) for this Texas Handyman",2,33,38,40,0.00716845878136201,0.395698924731183,144,"2014-01-10-14-25",2
"766","2KGW3K4F0OHSKJCEZWBODL92MEH10R",0.0222905457340507,0.12,0.01,300,"[ ""Masters has been granted""]","Find the Website Address for Merchants","Given the merchant information, find the URL for their official website",16,305,1220,1162,-0.0222991157247213,0.577638408304498,154,"2014-01-29-20-08",1
"767","2KGW3K4F0OHSRQSOZWBOBL94NJF10N",NA,0.05,0.05,3600,"[ ""Categorization Masters has been granted""]","Categorization","Choose the correct category",40,40,580,580,NA,NA,15,"2014-01-10-04-40",112
"768","2KGW3K4F0OHSSIAQTGBOCL94HIE01J",0.499167129372571,0.3,0.05,600,"[ ""Masters has been granted""]","Pull keywords from product titles","Extract the broadest phrases from a product title",13,213,1066,167,-0.499444444444444,56.5527386934673,222,"2014-01-09-15-18",2
"769","2KGW3K4F0OHT29FGH6BOCL94HKL01D",0.222222222222222,0.00416666666666667,0.1,86400,"[ """"]","Finding Informative Answers for Given Questions","&lt;h3&gt;Description&lt;/h3&gt; Your task is to find informative answers for given questions.&lt;br /&gt; For each HIT, you will see a set of questions and candidate informative answers to each question.&lt;br /&gt;&lt;br /&gt; please select answers that meet the asker&#39;s information needs. (Mark all that apply) &lt;br /&gt; Select &quot;The question is not information-seeking&quot;, if the question is not asking for any information.&lt;br /&gt; Mark &quot;None of the above&quot; if the question is information-seeking but there doesn&#39;t exist any good answer.&lt;br /&gt;&lt;br /&gt; &lt;h3&gt;Example #1&lt;/h3&gt; Question: A - Where is the best place for a brunch in London? #brunch #saturday #london #help!&lt;br/&gt; Answers: &lt;ul&gt; &lt;li&gt;B - @A I LOVE Kopapa on Monmouth Street, Covent Garden x (O)&lt;/li&gt; &lt;li&gt;C - @A Are you in London?? (X)&lt;/li&gt; &lt;li&gt;D - @A If you ever need a shout out or London help, follow us and we&#39;ll RT to our followers! (X)&lt;/li&gt; &lt;li&gt;The question is not information-seeking (X)&lt;/li&gt; &lt;li&gt;None of the above (X)&lt;/li&gt; &lt;/ul&gt; &lt;h3&gt;Example #2&lt;/h3&gt; Question: A - Follow me back? &lt;br /&gt; Answers: &lt;ul&gt; &lt;li&gt;B - @A Done! (X)&lt;/li&gt; &lt;li&gt;The question is not information-seeking (O)&lt;/li&gt; &lt;li&gt;None of the above (X)&lt;/li&gt; &lt;/ul&gt;",1,3,77,73,-0.222222222222222,2,166,"2014-01-16-09-40",2
"770","2KGW3K4F0OHTNUZRAQBOCL94IHK102",NA,0.02,0.02,3600,"[ ""Masters has been granted""]","Is Website Active?","Given the company information, determine if the website is active",1,1,2520,2520,NA,NA,190,"2014-02-03-18-59",1
"771","2KGW3K4F0OHTZIJELKBODL92MFG01B",0.352874432677761,0.15,0.3,7200,"[ ""EcommerceNames has been granted""]","Find the name of the CEO or Marketing Person for this company","Given the URL for this company, find information on who works at the company.",50,930,3322,523,-0.353409090909091,14.4872259282242,139,"2014-01-28-22-59",4
"772","2KGW3K4F0OHTZVICGKBODL92MIC01T",3.88888888888889,0.12,0.04,1200,"[ ""Location is not AL""]","Help us find the URL of these ads.","Below are 4 ads taken from popular web sites. We have answers to many of these, not all. Research the URL the ad was intended to redirect to. Cut and paste the URL from the browser window and paste it in the URL below the ad. You can submit the domain",7,14,4628,4383,-3.88888888888889,5525.33333333333,174,"2014-02-01-03-30",4
"773","2KGW3K4F0OHU9XZLHUBODL92JJD10U",0.111111111111111,0.01,0.01,3600,"[ ""Categorization Masters has been granted""]","Categorization","Choose the correct category",2,3,183,182,-0.111111111111111,NA,15,"2013-12-03-01-55",56
"774","2KGW3K4F0OHUW5CIDABOBL94NLJ10C",0,1.2,0.1,300,"[ ""Masters has been granted""]","Dog Classification","Binary dog image classification",5,87,65,65,0,0,56,"2014-01-19-03-14",1
"775","2KLXOK5UFJ513822W06YUS2HT2P690",NA,0.01,0.01,3600,"[ ""Categorization Masters has been granted""]","Categorization","Choose the correct category",1,1,48,48,NA,NA,15,"2014-01-16-00-58",118
"776","2KLXOK5UFJ514K90A86Y0S1D1WN96G",0.234741784037559,0.03,0.03,3600,"[ ""HIT approval rate (%) is greater than 98"" , ""Total approved HITs is greater than 2000""]","¿Esta publicación está ubicada en la categoría correcta y tiene un precio adecuado?","Indica si la publicación está ubicada en la categoría correcta. (SÍ - NO)",165,227,269,119,-0.268817204301075,35.0671602326811,1,"2013-11-29-17-11",3
"777","2KLXOK5UFJ515GG9P26YYS1HYYM694",32.3518518518519,0.0021978021978022,0.04,65520,"[ ""Categorization Masters has been granted""]","Categorization","Categorizing work related images for quality assurance.",159,183,7865,877,-32.3518518518519,3102.66666666667,15,"2013-12-02-07-28",49
"778","2KLXOK5UFJ515VKXU36YWS1JWZN96R",0,0.05,0.05,3600,"[ ""Masters has been granted""]","Find the Key Topics Written About","Given the blog address, choose the key topics that the website discusses",16,305,278,278,0,0,134,"2014-01-04-22-54",6
"779","2KLXOK5UFJ516ZVHFT6YUS2G0UV96B",0,0.133333333333333,0.1,2700,"[ ""Location is not VN"" , ""Location is not TR"" , ""Location is not RO"" , ""Location is not PK"" , ""Location is not PH"" , ""Location is not IR"" , ""Location is not IN"" , ""Location is not ID"" , ""HIT approval rate (%) is greater than 96""]","Encontrar páginas oficiales para negocios","En esta tarea nos ayudará a encontrar páginas oficiales para negocios.",332,353,1000,1000,0,0,59,"2013-12-09-21-11",1
"780","2KLXOK5UFJ516ZVHFT6YUS2GZ1P96I",NA,0.24,0.02,300,"[ ""HIT approval rate (%) is greater than 96""]","Choose the valid RELATION(s) between the TERMS in the SENTENCE","STEP 1: Carefully read the SENTENCE below and select all the RELATION TYPE(s) that you think are expressed between the TWO HIGHLIGHTED WORDS in the text. Note that if one of the WORDS appears multiple time you will have to consider only the highlighted one.",2,2,609,609,NA,NA,31,"2013-12-05-17-24",1
"781","2KLXOK5UFJ51FZVWOM6YZS1EYWN690",0.0448040510788199,0.05,0.05,3600,"[ ""Masters has been granted""]","Find email address for website","Given a website URL, find a valid contact email address",56,1065,615,208,-0.0448188525492787,5.00082196737301,96,"2014-01-06-16-19",2
"782","2KLXOK5UFJ51T85FW46YUS1KYVV96W",NA,0.0248275862068966,0.01,1450,"[ ""HIT approval rate (%) is greater than 95""]","Please transcribe the following words.","Please look at each written image and transcribe them in the provided text box. [2]",3,3,54,54,NA,NA,219,"2013-09-23-22-57",116
"783","2KLXOK5UFJ51T85FW46YUS1L0VT96Y",NA,0.147138964577657,0.03,734,"[ ""HIT approval rate (%) is greater than 90""]","Please transcribe the following words.","Please look at each written image and transcribe them in the provided text box. [2]",2,2,106,106,NA,NA,219,"2014-01-11-03-10",61
